Order ID,Order Date,Country,City,Branch,Lat,Lng,Customer First Name,Customer Last Name,Email,Phone Number,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Status,total unit sold
6940,2023-03-26,Egypt,asyut,at01,27.1809,31.1837,Jihad,Tabanaj,JIHAD.TABANAJ@MAIL.COM,5232869929,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,G587,1,499.0,49.9,True,499.0
6941,2023-03-26,France,paris,ps01,48.8566,2.3522,Muhamad,Eaziza,Muhamad.eaziza@mail.com,5528973103,VR Headset,Valve Index,Valve Index VR Kit 2,J536,3,1199.0,323.73,False,3597.0
6942,2023-03-26,Syria,homs,hs01,34.7326,36.7136,Basil,Almala,basil.almala@mail.com,5274810768,Gaming Console,Microsoft Xbox,Xbox Series S,J536,2,299.0,17.94,False,598.0
6943,2023-03-26,USA,washington,wh01,38.9072,-77.0369,Muhamad,Laylana,Muhamad.laylana@mail.com,5549022118,Laptop,HP Pavilion,HP Pavilion x360,W206,1,649.0,51.92,True,649.0
6944,2023-03-26,Syria,homs,hs01,34.7326,36.7136,Dalia,Kashik,DALIA.KASHIK@MAIL.COM,5127232576,Laptop,HP Pavilion,HP Pavilion x360,I269,13,649.0,759.33,False,8437.0
6945,2023-03-26,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Rima,Tqi aldiyn,RIMA.TQI ALDIYN@MAIL.COM,5822222729,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,N346,3,99.0,5.94,False,297.0
6946,2023-03-26,Syria,damascus,ds02,33.5146,36.3084,Zakarian,Alakhris,zakarian.alakhris@mail.com,5013584859,Smartphone,Apple iPhone,iPhone SE,Y446,1,399.0,11.97,True,399.0
6947,2023-03-26,Morocco,casablanca,cs01,33.5731,7.5898,Ahmad,Alkhatib,Ahmad.alkhatib@mail.com,5858324851,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,L427,1,299.0,29.9,True,299.0
6948,2023-03-26,France,paris,ps01,48.8566,2.3522,Muayid,Zakianiin,MUAYID.ZAKIANIIN@MAIL.COM,5667245003,Gaming Console,Microsoft Xbox,Xbox 360,J730,1,149.0,10.43,False,149.0
6949,2023-03-26,France,paris,ps02,48.8566,2.3522,Ibrahim,Alqasir,Ibrahim.alqasir@mail.com,5905330743,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 5,H890,1,29.0,2.9,False,29.0
6950,2023-03-26,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Labanaa,Brnbu,labanaa.brnbu@mail.com,5035161719,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart HR,F786,1,79.0,1.58,True,79.0
6951,2023-03-26,Saudi Arabia,jeddah,jd02,21.4858,39.1925,Rama,Hamj,rama.hamj@mail.com,5077290985,Smartwatch,Garmin Venu,Garmin Venu 2,F655,1,399.0,27.93,True,399.0
6952,2023-03-26,Egypt,asyut,at01,27.1809,31.1837,Ahmad,Alhilaq,Ahmad.alhilaq@mail.com,5579955998,Laptop,HP Pavilion,HP Pavilion 15,S055,1,799.0,31.96,True,799.0
6953,2023-03-26,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Jury,Alhaj ali,JURY.ALHAJ ALI@MAIL.COM,5595946453,Headphones,Sennheiser HD,Sennheiser HD 599 SE,Q963,2,199.0,39.8,True,398.0
6954,2023-03-26,France,paris,ps02,48.8566,2.3522,Ibrahim,Aldubus,IBRAHIM.ALDUBUS@MAIL.COM,5933631280,Laptop,Acer Swift,Acer Swift 3,H868,1,699.0,0.0,True,699.0
6955,2023-03-26,USA,new york,ny03,40.7498,-73.9814,Samar,Kiali,SAMAR.KIALI@MAIL.COM,5940309577,Digital Camera,Sony Alpha,Sony Alpha A7 III,G327,2,1999.0,159.92,False,3998.0
6956,2023-03-26,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,Rim,Sharaf,RIM.SHARAF@MAIL.COM,5207910635,VR Headset,Oculus Rift S,Oculus Rift 2,S395,1,499.0,19.96,False,499.0
6957,2023-03-26,Egypt,asyut,at01,27.1809,31.1837,Sarih,Almala,sarih.almala@mail.com,5686699050,Smartwatch,Fossil Gen,Fossil Gen 5E,V472,1,199.0,17.91,True,199.0
6958,2023-03-26,Saudi Arabia,jeddah,jd02,21.4858,39.1925,Abdalrahmin,Litansdurfr,ABDALRAHMIN.LITANSDURFR@MAIL.COM,5629400026,Laptop,Lenovo ThinkPad,ThinkPad X13,Z948,1,999.0,39.96,True,999.0
6959,2023-03-26,USA,las vegas,lv01,36.1699,-115.1398,Rim,Eaku,rim.eaku@mail.com,5419220545,Smartphone,OnePlus,OnePlus 9 Pro,Z409,1,899.0,0.0,False,899.0
6960,2023-03-26,Egypt,cairo,cr02,30.0444,31.2357,Muhamad,Ramadan,MUHAMAD.RAMADAN@MAIL.COM,5042375614,Smartphone,Samsung Galaxy,Galaxy A72,Z067,1,499.0,14.97,True,499.0
6961,2023-03-26,Egypt,cairo,cr02,30.0444,31.2357,Tariq,Husayn,tariq.husayn@mail.com,5886591063,Smart Speaker,Harman Kardon,Harman Kardon Citation,G788,2,199.0,19.9,True,398.0
6962,2023-03-26,USA,las vegas,lv01,36.1699,-115.1398,Amjad,Eaziza,Amjad.eaziza@mail.com,5717063435,Gaming Console,Nintendo Switch,Nintendo Switch Lite,F070,3,199.0,41.79,False,597.0
6963,2023-03-26,Egypt,cairo,cr03,30.0444,31.2357,Muhamad,Hamuwd,Muhamad.hamuwd@mail.com,5620641495,Laptop,HP Pavilion,HP Pavilion 15,U806,1,799.0,39.95,True,799.0
6964,2023-03-26,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Amir,Hamzat,amir.hamzat@mail.com,5378987994,Tablet,Microsoft Surface,Surface Pro 7,R426,2,799.0,127.84,False,1598.0
6965,2023-03-26,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Imran,Almisri,IMRAN.ALMISRI@MAIL.COM,5430630167,Gaming Console,Nintendo Switch,Nintendo Switch Pro,J860,1,399.0,7.98,True,399.0
6966,2023-03-26,Egypt,cairo,cr02,30.0444,31.2357,Khalid,Alyasin,KHALID.ALYASIN@MAIL.COM,5629641760,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,P765,2,599.0,95.84,True,1198.0
6967,2023-03-26,Saudi Arabia,jeddah,jd02,21.4858,39.1925,Basmah,Sahalul,basmah.sahalul@mail.com,5387817629,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart 4,G345,1,129.0,0.0,False,129.0
6968,2023-03-26,Saudi Arabia,aseer,as01,18.2311,42.5004,Sali,Nabulsi,Sali.nabulsi@mail.com,5169173888,VR Headset,Oculus Rift,Oculus Rift S,R236,2,399.0,63.84,True,798.0
6969,2023-03-26,Saudi Arabia,riyadh,rd01,24.7136,46.6753,Muhamad,Alkhatib,muhamad.alkhatib@mail.com,5162934643,VR Headset,HTC Vive,HTC Vive Cosmos Elite,R236,1,899.0,62.93,True,899.0
6970,2023-03-26,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Ibrahim,Eabd aleal,Ibrahim.eabd Aleal@mail.com,5814527569,Fitness Tracker,Huawei Band,Huawei Band 6,S988,4,59.0,9.44,False,236.0
6971,2023-03-26,Egypt,cairo,cr02,30.0444,31.2357,Hazim,Musaa,Hazim.musaa@mail.com,5840770504,Headphones,Bose QuietComfort,QC45,S713,1,349.0,10.47,True,349.0
6972,2023-03-26,USA,new york,ny02,40.7312,-73.9998,Muhamad,Aljabaan,MUHAMAD.ALJABAAN@MAIL.COM,5868861030,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,Q149,3,249.0,37.35,True,747.0
6973,2023-03-26,Saudi Arabia,jeddah,jd02,21.4858,39.1925,Ruyda,Karim,RUYDA.KARIM@MAIL.COM,5938475212,Laptop,Dell XPS,XPS 15,O398,1,1599.0,127.92,False,1599.0
6974,2023-03-26,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Ghazal,Eilwan,Ghazal.eilwan@mail.com,5058631975,Headphones,Sony WH,Sony WH-1000XM4,Z476,1,349.0,6.98,True,349.0
6975,2023-03-26,Syria,homs,hs01,34.7326,36.7136,Alia,Sabiq,alia.sabiq@mail.com,5923326932,Tablet,Lenovo Tab,Lenovo Tab M7,E166,1,79.0,3.95,True,79.0
6976,2023-03-26,USA,las vegas,lv01,36.1699,-115.1398,Kholoud,Rafaea,Kholoud.rafaea@mail.com,5475697999,Tablet,Amazon Fire HD,Amazon Fire HD 8 Plus,N346,11,129.0,42.57,True,1419.0
6977,2023-03-26,Syria,homs,hs01,34.7326,36.7136,Rim,Abunfis,Rim.abunfis@mail.com,5248452915,Fitness Tracker,Withings Move,Withings Move,Q832,1,59.0,2.36,False,59.0
6978,2023-03-26,Egypt,cairo,cr02,30.0444,31.2357,Karam,Eazu,Karam.eazu@mail.com,5300157294,Fitness Tracker,Amazfit GTR,Amazfit GTR 2e,S935,1,99.0,3.96,True,99.0
6979,2023-03-26,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Akram,Siedih,AKRAM.SIEDIH@MAIL.COM,5796939567,Headphones,Bose SoundSport,Bose SoundSport Free,H632,1,179.0,12.53,True,179.0
6980,2023-03-26,Saudi Arabia,aseer,as01,18.2311,42.5004,Fatnh,Eisaf,Fatnh.eisaf@mail.com,5124275447,Headphones,Sennheiser HD,Sennheiser HD 800 S,U470,1,1699.0,84.95,False,1699.0
6981,2023-03-26,Saudi Arabia,jeddah,jd02,21.4858,39.1925,Ahmad,Qarh,AHMAD.QARH@MAIL.COM,5313518838,VR Headset,Pimax Vision,Pimax Vision 5K Super,T231,1,899.0,71.92,False,899.0
6982,2023-03-26,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,Fatnh,Alkmshh,fatnh.alkmshh@mail.com,5661755812,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,A432,1,249.0,12.45,False,249.0
6983,2023-03-26,USA,las vegas,lv01,36.1699,-115.1398,Ahmad,Aljuju,AHMAD.ALJUJU@MAIL.COM,5286749679,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),E754,1,49.0,4.41,True,49.0
6984,2023-03-26,USA,las vegas,lv02,36.1673,-115.1492,Dany,Kiwan,dany.kiwan@mail.com,5972927794,Laptop,Lenovo Legion,Lenovo Legion 7i,N664,1,1499.0,149.9,False,1499.0
6985,2023-03-26,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,Muhamad,Allaadhiqanii,muhamad.allaadhiqanii@mail.com,5910558732,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),I811,1,49.0,2.94,False,49.0
6986,2023-03-26,Saudi Arabia,aseer,as01,18.2311,42.5004,Ahmad,Dawud,AHMAD.DAWUD@MAIL.COM,5875011624,Smartwatch,Garmin Venu,Garmin Venu 2S,Z798,1,349.0,31.41,False,349.0
6987,2023-03-26,Morocco,casablanca,cs01,33.5731,7.5898,Ranya,Albaba,Ranya.albaba@mail.com,5796057841,Smartwatch,Samsung Gear,Samsung Gear S4,I269,3,349.0,31.41,True,1047.0
6988,2023-03-26,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Abdalmjid,Rghid,Abdalmjid.rghid@mail.com,5757217276,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,G557,1,179.0,10.74,True,179.0
6989,2023-03-26,Saudi Arabia,riyadh,rd01,24.7136,46.6753,Muhamad,Khayti,Muhamad.khayti@mail.com,5944253665,Tablet,Lenovo Tab,Lenovo Tab P11 Pro,N346,13,499.0,0.0,False,6487.0
6990,2023-03-26,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Muhamad,Darakal,muhamad.darakal@mail.com,5275409141,Laptop,Microsoft Surface,Surface Laptop 4,Z509,3,1299.0,116.91,True,3897.0
6991,2023-03-26,Syria,aleppo,al01,36.2021,37.1343,Basmah,Mudinih,basmah.mudinih@mail.com,5525445051,Fitness Tracker,Fitbit Versa,Fitbit Versa 3,K140,1,229.0,4.58,False,229.0
6992,2023-03-26,Egypt,cairo,cr01,30.0444,31.2357,Rannym,Ismaeil,RANNYM.ISMAEIL@MAIL.COM,5781140296,Headphones,Bose SoundSport,Bose SoundSport Free,X583,1,179.0,7.16,False,179.0
6993,2023-03-26,Egypt,cairo,cr02,30.0444,31.2357,Rayid,Efan,rayid.efan@mail.com,5609657921,Laptop,ASUS ROG,ASUS ROG Flow Z13,Z144,1,2499.0,99.96,True,2499.0
6994,2023-03-26,Saudi Arabia,aseer,as01,18.2311,42.5004,Esamat,Shbyb,ESAMAT.SHBYB@MAIL.COM,5322108671,Fitness Tracker,Amazfit GTR,Amazfit GTR 2e,Z901,1,99.0,1.98,False,99.0
6995,2023-03-26,USA,las vegas,lv01,36.1699,-115.1398,Omar,Bytar,OMAR.BYTAR@MAIL.COM,5735223057,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,E274,4,599.0,71.88,True,2396.0
6996,2023-03-26,Saudi Arabia,aseer,as01,18.2311,42.5004,Rim,Dahman,RIM.DAHMAN@MAIL.COM,5586518868,VR Headset,Sony PlayStation,PlayStation VR,Y957,1,299.0,26.91,True,299.0
6997,2023-03-26,Egypt,asyut,at01,27.1809,31.1837,Fadi,Aleitar,FADI.ALEITAR@MAIL.COM,5319957040,Smartwatch,Garmin Venu,Garmin Venu 2S,E274,1,349.0,31.41,True,349.0
6998,2023-03-26,Saudi Arabia,aseer,as01,18.2311,42.5004,Muwmin,Earmush,MUWMIN.EARMUSH@MAIL.COM,5821905483,Laptop,ASUS ROG,ASUS ROG Strix Scar 17,A259,1,1999.0,39.98,True,1999.0
6999,2023-03-26,USA,new york,ny03,40.7498,-73.9814,Muhamad,Musaa,Muhamad.musaa@mail.com,5763089831,Gaming Console,Sony PlayStation,PlayStation 3 Slim,X918,2,199.0,19.9,True,398.0
7000,2023-03-26,Egypt,asyut,at01,27.1809,31.1837,Asd,Abu fakhar,ASD.ABU FAKHAR@MAIL.COM,5292314351,Smart Speaker,JBL Link,JBL Link 20,G587,1,99.0,9.9,True,99.0
7001,2023-03-26,Saudi Arabia,dammam,dm01,26.3927,49.9777,Dinana,Shadi alghazy,dinana.shadi alghazy@mail.com,5686550882,VR Headset,Oculus Quest,Oculus Quest 3,X918,4,599.0,143.76,True,2396.0
7002,2023-03-26,Syria,homs,hs01,34.7326,36.7136,Muhamad,Tamur,muhamad.tamur@mail.com,5824254089,Smart Speaker,Google Nest Hub,Google Nest Hub Max,G817,1,229.0,9.16,True,229.0
7003,2023-03-26,USA,new york,ny03,40.7498,-73.9814,Asd,Aleliwi,ASD.ALELIWI@MAIL.COM,5748568838,Headphones,Anker Soundcore,Anker Soundcore Life Q30,Y720,1,79.0,3.16,False,79.0
7004,2023-03-26,Syria,damascus,ds02,33.5146,36.3084,Fadi,Aleitar,fadi.aleitar@mail.com,5401864490,VR Headset,Oculus Rift S,Oculus Rift 2,W206,1,499.0,44.91,True,499.0
7005,2023-03-26,Egypt,cairo,cr02,30.0444,31.2357,Zunar,Zarie,ZUNAR.ZARIE@MAIL.COM,5546887513,VR Headset,HTC Vive,HTC Vive Cosmos,O111,1,699.0,27.96,False,699.0
7006,2023-03-26,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Alaa,Hamzat,alaa.hamzat@mail.com,5497026060,Digital Camera,Nikon Coolpix,Nikon Coolpix B500,T402,1,249.0,19.92,True,249.0
7007,2023-03-26,Egypt,asyut,at01,27.1809,31.1837,Susin,Marwan,susin.marwan@mail.com,5481033054,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,R820,1,179.0,12.53,False,179.0
7008,2023-03-26,Syria,damascus,ds01,33.5138,36.2765,Muhamad,Alkhlf,muhamad.alkhlf@mail.com,5198106152,VR Headset,Samsung Odyssey,Samsung Odyssey G9,R814,1,1499.0,29.98,True,1499.0
7009,2023-03-26,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Hasan,Alshiyraziu,hasan.alshiyraziu@mail.com,5913428789,Digital Camera,Panasonic Lumix,Panasonic Lumix ZS200,Z901,1,799.0,23.97,False,799.0
7010,2023-03-26,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Basil,Abuzahir,Basil.abuzahir@mail.com,5963231889,Digital Camera,Sony Alpha,Sony Alpha A7 III,X915,1,1999.0,199.9,False,1999.0
7011,2023-03-26,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Jihan,Ismaeil,jihan.ismaeil@mail.com,5216557291,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,J501,3,299.0,17.94,False,897.0
7012,2023-03-26,USA,las vegas,lv01,36.1699,-115.1398,Ahmad,Abil,Ahmad.abil@mail.com,5526831567,Smartwatch,Samsung Gear,Samsung Gear Fit 4,F792,1,199.0,0.0,False,199.0
7013,2023-03-27,Syria,homs,hs01,34.7326,36.7136,Adnan,Allaadhiqanii,Adnan.allaadhiqanii@mail.com,5306489518,Digital Camera,Panasonic Lumix,Panasonic Lumix GH5,R466,1,1299.0,103.92,True,1299.0
7014,2023-03-27,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,Lujin,Khiat,LUJIN.KHIAT@MAIL.COM,5041385813,Smartphone,Xiaomi Mi,Xiaomi Mi 12,R592,3,799.0,71.91,True,2397.0
7015,2023-03-27,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Eazalidin,Altibae,eazalidin.altibae@mail.com,5388570439,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),M137,10,249.0,24.9,False,2490.0
7016,2023-03-27,USA,washington,wh01,38.9072,-77.0369,Sami,Alssati,SAMI.ALSSATI@MAIL.COM,5603406341,Smartwatch,Apple Watch,Apple Watch Series 7,R021,1,399.0,11.97,True,399.0
7017,2023-03-27,Egypt,asyut,at01,27.1809,31.1837,Husam,Earmush,husam.earmush@mail.com,5717740949,Tablet,Microsoft Surface,Surface Pro 7,U950,1,799.0,0.0,False,799.0
7018,2023-03-27,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Muhamad,Alqadi,Muhamad.alqadi@mail.com,5834882110,Gaming Console,Sony PlayStation,PlayStation 2,W956,11,99.0,21.78,False,1089.0
7019,2023-03-27,Saudi Arabia,aseer,as01,18.2311,42.5004,Muhamad,Malik,MUHAMAD.MALIK@MAIL.COM,5707871731,Tablet,Amazon Fire HD,Amazon Fire HD 8 Plus,J501,1,129.0,3.87,True,129.0
7020,2023-03-27,USA,las vegas,lv01,36.1699,-115.1398,Sahar,Qdw,SAHAR.QDW@MAIL.COM,5113377831,Digital Camera,Nikon Z Series,Nikon Z7 II,N710,1,2299.0,114.95,False,2299.0
7021,2023-03-27,USA,new york,ny03,40.7498,-73.9814,Fadi,Aleisaa,fadi.aleisaa@mail.com,5704347623,Headphones,Bose QuietComfort,QC45,W493,1,349.0,24.43,True,349.0
7022,2023-03-27,Egypt,cairo,cr03,30.0444,31.2357,Fadi,Rinkusi,FADI.RINKUSI@MAIL.COM,5233575680,Gaming Console,Microsoft Xbox,Xbox Original,S153,1,69.0,5.52,False,69.0
7023,2023-03-27,Saudi Arabia,riyadh,rd03,24.7743,46.7386,Rasha,Alaleppoy,rasha.alaleppoy@mail.com,5944963422,Gaming Console,Nintendo Switch,Nintendo Switch Lite,Y716,3,199.0,11.94,True,597.0
7024,2023-03-27,Syria,homs,hs01,34.7326,36.7136,Muhamad,Shaqir,muhamad.shaqir@mail.com,5369691084,Smartphone,Samsung Galaxy,Galaxy M32,F070,1,249.0,9.96,True,249.0
7025,2023-03-27,France,paris,ps01,48.8566,2.3522,Dany,Mikayiylian,Dany.mikayiylian@mail.com,5472097582,Smartphone,Google Pixel,Google Pixel 6 Pro,Y692,1,899.0,62.93,False,899.0
7026,2023-03-27,Egypt,cairo,cr02,30.0444,31.2357,Lujin,Alrrashid,Lujin.alrrashid@mail.com,5427130729,Gaming Console,Sony PlayStation,PlayStation 2,S855,2,99.0,0.0,True,198.0
7027,2023-03-27,Egypt,cairo,cr01,30.0444,31.2357,Rim,Sabiq,RIM.SABIQ@MAIL.COM,5787726948,Smartphone,Samsung Galaxy,Galaxy A52,M342,3,399.0,95.76,False,1197.0
7028,2023-03-27,Syria,aleppo,al01,36.2021,37.1343,Husam,Bara,HUSAM.BARA@MAIL.COM,5083795531,Smartphone,OnePlus,OnePlus Nord 2,U416,1,399.0,23.94,True,399.0
7029,2023-03-27,Syria,homs,hs01,34.7326,36.7136,Tariq,Alnuwnu,TARIQ.ALNUWNU@MAIL.COM,5808875423,VR Headset,Oculus Rift S,Oculus Rift 2,X965,1,499.0,49.9,False,499.0
7030,2023-03-27,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Eala,Eubayd,eala.eubayd@mail.com,5546345407,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",H899,1,899.0,89.9,True,899.0
7031,2023-03-27,USA,new york,ny01,40.7128,-74.006,Ahmad,Hamdan,AHMAD.HAMDAN@MAIL.COM,5017754364,Smartwatch,Fossil Gen,Fossil Gen 6,G599,1,299.0,2.99,False,299.0
7032,2023-03-27,Saudi Arabia,jeddah,jd02,21.4858,39.1925,Majdulin,Barghuth,MAJDULIN.BARGHUTH@MAIL.COM,5169039554,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,N969,1,999.0,59.94,True,999.0
7033,2023-03-27,Syria,damascus,ds02,33.5146,36.3084,Mahir,Asamy,Mahir.asamy@mail.com,5083335627,Digital Camera,Nikon Z Series,Nikon Z50,W243,1,799.0,7.99,False,799.0
7034,2023-03-27,USA,new york,ny03,40.7498,-73.9814,Eala,Hamzat,EALA.HAMZAT@MAIL.COM,5108964414,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 5,Z948,1,29.0,2.61,True,29.0
7035,2023-03-27,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Abd alruhmin,Aleakari,Abd Alruhmin.aleakari@mail.com,5134041670,Tablet,Apple iPad Pro,"iPad Pro 12.9"" (5th Gen)",Z674,1,1099.0,54.95,False,1099.0
7036,2023-03-27,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Bara,Aleid,Bara.aleid@mail.com,5626345866,Digital Camera,Nikon Coolpix,Nikon Coolpix B500,U290,1,249.0,7.47,True,249.0
7037,2023-03-27,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Abdalhadi,Alzaybq,Abdalhadi.alzaybq@mail.com,5884914093,Gaming Console,Sony PlayStation,PlayStation 4 Pro,H320,1,399.0,15.96,True,399.0
7038,2023-03-27,Saudi Arabia,aseer,as01,18.2311,42.5004,Majdulyn,Shiah,majdulyn.shiah@mail.com,5862805365,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,A259,1,1499.0,14.99,False,1499.0
7039,2023-03-27,USA,new york,ny01,40.7128,-74.006,Ahmad,Muayid,AHMAD.MUAYID@MAIL.COM,5963615314,Laptop,Lenovo Legion,Lenovo Legion 7i,B966,2,1499.0,59.96,True,2998.0
7040,2023-03-27,Saudi Arabia,riyadh,rd01,24.7136,46.6753,Ahmad,Alrifaei,Ahmad.alrifaei@mail.com,5036160888,Smartphone,Samsung Galaxy,Galaxy A72,G327,7,499.0,139.72,True,3493.0
7041,2023-03-27,USA,las vegas,lv01,36.1699,-115.1398,Sami,Jazar,Sami.jazar@mail.com,5569710064,Headphones,Sennheiser HD,Sennheiser HD 450BT,Y270,3,129.0,27.09,True,387.0
7042,2023-03-27,Egypt,asyut,at01,27.1809,31.1837,Husam,Aleid,HUSAM.ALEID@MAIL.COM,5057655752,VR Headset,Samsung Odyssey,Samsung Odyssey G9,E166,1,1499.0,0.0,True,1499.0
7043,2023-03-27,USA,las vegas,lv01,36.1699,-115.1398,Faras,Alhuri,faras.alhuri@mail.com,5765708021,Smart Speaker,Apple HomePod,Apple HomePod mini,L106,2,99.0,0.0,False,198.0
7044,2023-03-27,Saudi Arabia,riyadh,rd03,24.7743,46.7386,Ahmad,Aldrwysh,Ahmad.aldrwysh@mail.com,5329430516,Gaming Console,Microsoft Xbox,Xbox Series S,X918,1,299.0,0.0,True,299.0
7045,2023-03-27,United Arab Emirates,fujairah,fj01,25.1286,56.3242,Rwad,Alhamuwd,Rwad.alhamuwd@mail.com,5502596102,Laptop,Lenovo ThinkPad,ThinkPad X13,R466,1,999.0,9.99,True,999.0
7046,2023-03-27,United Arab Emirates,dubai,db01,25.2048,55.2708,Tariq,Eurman,Tariq.eurman@mail.com,5334726382,Digital Camera,Fujifilm X Series,Fujifilm X-T4,N664,2,1699.0,203.88,True,3398.0
7047,2023-03-27,Syria,damascus,ds02,33.5146,36.3084,Kholoud,Eurman,kholoud.eurman@mail.com,5122579994,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,Y270,1,349.0,24.43,True,349.0
7048,2023-03-27,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Hazim,Albieli,Hazim.albieli@mail.com,5126675162,Smartwatch,Apple Watch,Apple Watch Series 7,Y446,8,399.0,223.44,True,3192.0
7049,2023-03-27,France,paris,ps01,48.8566,2.3522,Muhamad,Aleitar,MUHAMAD.ALEITAR@MAIL.COM,5886219352,Fitness Tracker,Withings Move,Withings Move,X364,1,59.0,0.59,True,59.0
7050,2023-03-27,Saudi Arabia,jeddah,jd02,21.4858,39.1925,Ahmad,Khiat,ahmad.khiat@mail.com,5971281489,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,K315,12,349.0,335.04,True,4188.0
7051,2023-03-27,Saudi Arabia,riyadh,rd03,24.7743,46.7386,Sami,Himsih,Sami.himsih@mail.com,5715704920,Laptop,HP Pavilion,HP Pavilion x360,P617,2,649.0,64.9,True,1298.0
7052,2023-03-27,USA,washington,wh01,38.9072,-77.0369,Alia,Alkhujih,ALIA.ALKHUJIH@MAIL.COM,5461430771,Fitness Tracker,Withings Move,Withings Move ECG,Q963,1,129.0,9.03,True,129.0
7053,2023-03-27,Saudi Arabia,dammam,dm01,26.3927,49.9777,Jihan,Almusaa,jihan.almusaa@mail.com,5473914796,Gaming Console,Sony PlayStation,PlayStation 4 Slim,P614,1,299.0,2.99,False,299.0
7054,2023-03-27,USA,las vegas,lv02,36.1673,-115.1492,Iin,Mulaliyun,Iin.mulaliyun@mail.com,5110991310,Gaming Console,Microsoft Xbox,Xbox One X,N498,2,299.0,41.86,True,598.0
7055,2023-03-27,Syria,homs,hs01,34.7326,36.7136,Amjad,Almala,amjad.almala@mail.com,5103451339,Digital Camera,Olympus OM-D,Olympus OM-D E-M1 Mark III,S935,1,1999.0,199.9,False,1999.0
7056,2023-03-27,USA,new york,ny01,40.7128,-74.006,Jablah,Hamada,Jablah.hamada@mail.com,5719345056,Headphones,JBL Live,JBL Live 650BTNC,C854,2,149.0,0.0,False,298.0
7057,2023-03-27,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,Muhamad,Alkmshh,muhamad.alkmshh@mail.com,5445403511,Gaming Console,Microsoft Xbox,Xbox Series X,Y087,1,499.0,34.93,False,499.0
7058,2023-03-27,USA,las vegas,lv01,36.1699,-115.1398,Muhamad,Eubdallah,Muhamad.eubdallah@mail.com,5584210148,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart HR,K406,1,79.0,3.16,True,79.0
7059,2023-03-27,Saudi Arabia,riyadh,rd03,24.7743,46.7386,Rinah,Jaridiun,Rinah.jaridiun@mail.com,5450700978,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,Y716,1,299.0,26.91,False,299.0
7060,2023-03-27,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Ali,Alssati,Ali.alssati@mail.com,5295401282,Laptop,Lenovo Legion,Lenovo Legion 5,N259,1,1099.0,98.91,False,1099.0
